form,exp,type,geozone,date,stemp,btemp,btime,start,visib,maxdepth,current,habitat,species,abundance,year,as_as_date,quarter_year,lat,lon,lat2,lon2,state,semester,abundance2,maxsst30,maxsst60,maxsst90,maxsst180,maxsst360,maxanom30,maxanom60,maxanom90,maxanom180,maxanom360,maxsst30_days,maxsst60_days,maxsst90_days,maxsst180_days,maxsst360_days,maxanom30_days,maxanom60_days,maxanom90_days,maxanom180_days,maxanom360_days
5110214,E,3,28100005,4/3/16,0,47,37,12,2,8,3,2,173,0,2016,4/3/16,Q2.2016,47 20.86,-122 33.37,47.20860,-122.33370,WA,1.2016,0,10.85,10.85,10.85,13.60,16.25,2.69,2.69,2.69,2.69,3.23,0,0,0,179,247,0,0,0,0,247
5053983,E,3,34010103,12/22/11,0,46,40,14,3,9,2,8,173,3,2011,12/22/11,Q4.2011,42 40.045,-124 28.500,42.40045,-124.28500,OR,2.2011,11,10.58,11.29,14.01,14.01,14.01,-0.46,-0.28,2.34,2.34,2.34,23,59,69,69,69,23,59,69,69,69
5099673,E,3,22110004,6/25/15,52,0,37,8,1,7,2,11,173,0,2015,6/25/15,Q2.2015,48 33.64,-122 59.35,48.33640,-122.59350,WA,1.2015,0,13.59,13.59,13.59,13.59,14.39,NaN,NaN,NaN,NaN,NaN,10,10,10,10,344,29,59,89,179,359
5066438,E,3,23200006,10/27/12,0,51,50,13,2,7,3,2,173,2,2012,10/27/12,Q4.2012,47 39.70,-122 54.13,47.39700,-122.54130,WA,2.2012,2,12.95,14.17,15.16,15.16,15.16,0.94,1.43,2.02,2.02,2.02,29,49,71,71,71,29,49,70,70,70
5067500,E,3,28100005,1/26/13,0,46,59,11,2,8,1,2,173,3,2013,1/26/13,Q1.2013,47 20.86,-122 33.37,47.20860,-122.33370,WA,1.2013,11,8.53,9.71,10.86,15.13,15.13,0.19,0.36,0.41,2.00,2.00,29,57,81,161,161,29,53,81,161,161
5089300,E,3,22140008,9/24/14,52,0,44,9,2,9,2,12,173,0,2014,9/24/14,Q3.2014,48 30.387,-122 59.458,48.30387,-122.59458,WA,2.2014,0,13.65,14.21,14.39,14.39,14.39,NaN,NaN,NaN,NaN,NaN,17,48,70,70,70,29,59,89,179,359
5054090,E,3,22120010,12/12/11,0,45,49,14,2,6,1,2,173,2,2011,12/12/11,Q4.2011,48 31.259,-122 55.568,48.31259,-122.55568,WA,2.2011,2,8.98,10.27,12.44,13.02,13.02,NaN,NaN,NaN,NaN,NaN,29,55,89,108,108,29,59,89,179,359
5051181,E,3,28100017,9/15/11,58,56,60,14,2,10,2,2,173,3,2011,9/15/11,Q3.2011,47 35.33,-122 33.48,47.35330,-122.33480,WA,2.2011,11,14.77,14.77,14.77,14.77,14.77,1.80,1.80,1.80,1.80,1.80,20,20,20,20,20,20,20,20,20,20
55784,N,3,41140265,8/6/07,55,54,45,11,3,4,3,1,173,2,2007,8/6/07,Q3.2007,36 37.71,-121 55.30,36.37710,-121.55300,CA,2.2007,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5041748,E,3,13470004,10/11/10,0,49,50,14,2,7,2,2,173,3,2010,10/11/10,Q4.2010,48 27.33,-123 16.05,48.27330,-123.16050,BC,2.201,11,11.94,12.74,13.58,13.58,13.58,0.82,0.82,1.29,1.33,1.33,22,56,68,68,68,9,9,68,94,94
5023227,N,3,26140007,5/10/09,0,45,44,16,1,6,3,11,173,3,2009,5/10/09,Q2.2009,47 20.91,-122 19.39,47.20910,-122.19390,WA,1.2009,11,10.14,10.14,10.14,10.53,14.59,0.43,0.43,0.43,0.61,1.71,0,0,0,179,295,8,8,8,158,295
5079575,E,3,13460012,12/29/13,45,46,50,22,4,6,3,2,173,3,2013,12/29/13,Q4.2013,48 38.05,-123 28.76,48.38050,-123.28760,BC,2.2013,11,8.54,10.17,10.84,13.63,13.63,NaN,NaN,NaN,NaN,NaN,29,59,87,165,165,29,59,89,179,359
5089446,N,3,13220002,9/27/14,61,49,44,10,3,4,2,2,173,0,2014,9/27/14,Q3.2014,49 28.715,-124 41.028,49.28715,-124.41028,BC,2.2014,0,18.92,20.77,20.77,20.77,20.77,3.37,4.64,4.64,4.64,4.64,29,59,59,59,59,29,59,59,59,59
5116416,E,3,27030107,8/25/16,0,48,51,9,3,12,2,2,173,2,2016,8/25/16,Q3.2016,48 23.45,-124 42.90,48.23450,-124.42900,WA,2.2016,2,13.17,13.17,13.17,13.17,13.17,0.74,0.74,1.11,2.21,2.39,12,12,12,12,12,5,5,82,172,291
56573,N,3,12090602,10/5/06,0,50,50,14,5,7,3,2,173,2,2006,10/5/06,Q4.2006,48 56.35,-125 13.14,48.56350,-125.13140,BC,2.2006,2,14.68,15.05,15.05,15.05,15.05,1.93,2.27,2.27,2.27,2.28,29,32,32,32,32,29,31,31,31,261
5096480,E,3,26130004,4/14/15,0,49,62,19,2,9,3,9,173,1,2015,4/14/15,Q2.2015,47 35.28,-122 22.65,47.35280,-122.22650,WA,1.2015,1,10.09,10.09,10.09,13.00,16.04,2.05,2.05,2.05,2.17,2.96,18,18,18,177,251,18,18,18,159,251
5063082,N,3,27030103,8/18/12,0,0,50,16,2,6,3,11,173,3,2012,8/18/12,Q3.2012,48 23.68,-124 40.60,48.23680,-124.40600,WA,2.2012,11,12.65,12.65,12.65,12.65,12.90,0.23,0.23,0.23,0.23,1.57,2,2,2,2,358,2,2,2,2,314
5089398,N,3,13230001,9/26/14,61,46,31,16,3,5,2,12,173,0,2014,9/26/14,Q3.2014,49 29.736,-124 40.542,49.29736,-124.40542,BC,2.2014,0,19.74,20.77,20.77,20.77,20.77,4.13,4.64,4.64,4.64,4.64,29,58,58,58,58,29,58,58,58,58
5040621,E,3,11490708,10/6/10,0,50,34,8,3,12,2,12,173,2,2010,10/6/10,Q4.2010,50 51.67,-127 39.32,50.51670,-127.39320,BC,2.201,2,10.81,11.65,11.79,12.12,12.12,0.22,0.22,0.22,0.82,1.03,5,52,89,90,90,5,5,5,119,220
5119289,N,3,12090601,10/10/16,0,49,51,14,3,9,2,2,173,0,2016,10/10/16,Q4.2016,48 57.10,-125 11.50,48.57100,-125.11500,BC,2.2016,0,15.17,17.52,17.52,17.52,17.52,2.81,4.64,4.64,4.64,4.64,27,44,44,44,44,0,44,44,44,44
5062065,E,3,27030107,8/13/12,69,44,46,12,2,6,2,2,173,3,2012,8/13/12,Q3.2012,48 23.45,-124 42.90,48.23450,-124.42900,WA,2.2012,11,12.28,12.28,12.28,12.28,12.90,-0.15,-0.15,-0.08,0.03,1.57,1,1,1,1,353,1,1,78,112,309
5130363,E,3,27030108,8/3/17,49,48,40,11,2,9,1,2,173,0,2017,8/3/17,Q3.2017,48 23.403,-124 44.252,48.23403,-124.44252,WA,2.2017,0,12.33,12.48,12.48,12.48,13.17,-0.08,0.69,0.69,1.12,3.36,2,40,40,40,355,2,41,41,103,266
5062056,E,3,27030112,8/14/12,48,48,48,10,2,6,2,2,173,3,2012,8/14/12,Q3.2012,48 23.36,-124 43.315,48.23360,-124.43315,WA,2.2012,11,12.28,12.28,12.28,12.28,12.90,-0.15,-0.15,-0.08,0.03,1.57,2,2,2,2,354,2,2,79,113,310
5102347,E,3,27030106,8/19/15,0,46,54,13,3,8,2,7,173,0,2015,8/19/15,Q3.2015,48 23.36,-124 42.66,48.23360,-124.42660,WA,2.2015,0,13.86,13.86,13.86,13.86,13.86,1.45,1.45,1.45,1.98,3.48,19,19,19,19,19,19,19,19,145,291
5074071,E,3,22100015,7/30/13,0,50,51,14,2,7,2,2,173,2,2013,7/30/13,Q3.2013,48 35.546,-123 01.698,48.35546,-123.01698,WA,2.2013,2,13.69,13.69,13.69,13.69,13.69,1.57,1.57,1.57,1.57,1.57,13,13,13,13,13,13,13,13,13,13
5050565,E,3,27030107,8/25/11,0,48,49,12,2,9,3,12,173,3,2011,8/25/11,Q3.2011,48 23.45,-124 42.90,48.23450,-124.42900,WA,2.2011,11,12.70,12.70,12.70,12.70,12.70,0.41,0.41,0.41,0.41,2.10,0,0,0,0,0,0,0,0,0,294
5066902,E,3,23200003,10/27/12,50,50,70,11,3,10,3,8,173,3,2012,10/27/12,Q4.2012,47 43.45,-122 52.50,47.43450,-122.52500,WA,2.2012,11,12.96,14.04,15.10,15.10,15.10,1.06,1.39,2.01,2.01,2.01,29,49,70,70,70,29,49,70,70,70
55783,N,3,41140213,6/18/07,54,52,46,15,2,7,2,2,173,2,2007,6/18/07,Q2.2007,36 36.70,-121 53.60,36.36700,-121.53600,CA,1.2007,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5034045,E,3,28210002,12/30/09,0,50,66,16,2,7,2,2,173,2,2009,12/30/09,Q4.2009,47 14.61,-122 36.09,47.14610,-122.36090,WA,2.2009,2,9.51,10.77,12.45,14.59,14.59,0.16,0.35,0.61,1.67,2.14,29,52,89,161,161,4,49,89,161,199
5026304,E,3,27030108,8/11/09,0,53,46,19,2,9,2,2,173,2,2009,8/11/09,Q3.2009,48 23.403,-124 44.252,48.23403,-124.44252,WA,2.2009,2,11.78,11.78,11.78,11.78,12.28,-0.59,-0.39,0.10,0.19,0.94,25,25,25,25,359,25,53,86,94,260
5089840,E,3,13230007,9/15/14,0,51,55,14,3,8,3,2,173,1,2014,9/15/14,Q3.2014,49 30.125,-124 36.855,49.30125,-124.36855,BC,2.2014,1,19.92,20.77,20.77,20.77,20.77,4.23,4.64,4.64,4.64,4.64,28,47,47,47,47,19,47,47,47,47
5098757,N,3,11490720,4/11/15,0,50,57,9,3,9,2,11,173,0,2015,4/11/15,Q2.2015,50 52.008,-127 39.472,50.52008,-127.39472,BC,1.2015,0,9.66,9.66,9.66,11.46,13.21,1.87,2.13,2.13,2.21,2.21,12,12,12,171,242,12,57,57,154,154
62096,E,3,27030107,8/19/07,0,47,63,19,3,6,3,11,173,3,2007,8/19/07,Q3.2007,48 23.45,-124 42.90,48.23450,-124.42900,WA,2.2007,11,13.36,13.36,13.36,13.36,13.36,0.97,0.97,0.97,0.97,0.97,26,26,26,26,26,26,26,26,26,26
59236,E,3,27020202,8/20/07,0,49,43,21,2,5,3,11,173,2,2007,8/20/07,Q3.2007,48 16.03,-124 17.83,48.16030,-124.17830,WA,2.2007,2,12.77,12.77,12.77,12.77,12.77,0.67,0.67,0.67,0.67,0.73,29,29,29,29,29,29,29,29,29,351
5074084,N,3,27020102,7/27/13,0,0,32,11,1,5,1,1,173,2,2013,7/27/13,Q3.2013,48 10.01,-123 42.27,48.10010,-123.42270,WA,2.2013,2,12.73,12.73,12.73,12.73,12.73,0.99,0.99,0.99,0.99,0.99,10,10,10,10,10,10,10,10,10,10
5091717,N,3,42020319,10/15/14,70,68,40,12,4,7,3,2,173,0,2014,10/15/14,Q4.2014,34 02.63,-119 32.35,34.02630,-119.32350,CA,2.2014,0,21.99,21.99,21.99,21.99,21.99,3.71,3.71,3.71,3.77,3.77,2,2,2,2,2,2,2,2,99,99
5108908,E,3,26140007,3/5/16,0,48,63,7,2,7,3,9,173,1,2016,3/5/16,Q1.2016,47 20.91,-122 19.39,47.20910,-122.19390,WA,1.2016,1,8.97,9.22,9.62,15.15,16.25,1.30,1.48,1.48,2.49,3.23,0,43,88,175,218,17,37,37,175,218
5026519,E,3,22140008,7/27/09,0,50,38,13,3,13,2,12,173,2,2009,7/27/09,Q3.2009,48 30.387,-122 59.458,48.30387,-122.59458,WA,2.2009,2,13.36,13.36,13.36,13.36,13.39,NaN,NaN,NaN,NaN,NaN,5,5,5,5,322,29,59,89,179,359
5070003,E,3,26110009,5/4/13,75,45,34,15,1,9,3,2,173,2,2013,5/4/13,Q2.2013,47 35.76,-122 29.82,47.35760,-122.29820,WA,1.2013,2,10.47,10.47,10.47,10.85,15.12,1.06,1.06,1.06,1.06,2.00,0,0,0,179,259,8,8,8,8,259
5064729,E,3,13440009,10/28/12,0,48,44,12,2,7,2,12,173,3,2012,10/28/12,Q4.2012,48 47.351,-123 33.896,48.47351,-123.33896,BC,2.2012,11,10.38,12.38,13.36,13.36,13.36,NaN,NaN,NaN,NaN,NaN,29,50,72,72,72,29,59,89,179,359
54529,N,3,27030106,8/14/06,0,48,53,18,2,8,3,12,173,3,2006,8/14/06,Q3.2006,48 23.36,-124 42.66,48.23360,-124.42660,WA,2.2006,11,12.58,12.59,12.79,12.79,12.79,0.19,0.87,1.56,1.56,1.77,21,37,70,70,70,21,57,70,70,215
5032516,N,3,22140028,3/31/10,53,47,32,13,2,10,2,2,173,0,2010,3/31/10,Q1.2010,48 31.635,-122 58.015,48.31635,-122.58015,WA,1.201,0,8.58,8.58,8.58,11.24,13.73,NaN,NaN,NaN,NaN,NaN,3,3,3,177,199,29,59,89,179,359
5116278,E,3,29010001,8/24/16,0,47,46,11,2,8,2,2,173,2,2016,8/24/16,Q3.2016,48 21.88,-124 43.62,48.21880,-124.43620,WA,2.2016,2,13.17,13.17,13.17,13.17,13.17,0.74,0.74,1.11,2.21,2.39,11,11,11,11,11,4,4,81,171,290
5127047,E,3,12090602,5/26/17,0,45,49,12,2,8,3,2,173,1,2017,5/26/17,Q2.2017,48 56.35,-125 13.14,48.56350,-125.13140,BC,1.2017,1,13.26,13.26,13.26,13.26,17.52,1.68,1.68,1.68,2.58,4.64,0,0,0,0,272,0,0,0,177,272
5052979,E,3,28100017,11/12/11,51,51,76,15,3,8,2,11,173,3,2011,11/12/11,Q4.2011,47 35.33,-122 33.48,47.35330,-122.33480,WA,2.2011,11,11.85,12.94,14.77,14.77,14.77,0.64,0.83,1.80,1.80,1.80,29,48,78,78,78,28,48,78,78,78
5050302,E,3,27030106,8/23/11,0,50,44,10,2,7,3,2,173,3,2011,8/23/11,Q3.2011,48 23.36,-124 42.66,48.23360,-124.42660,WA,2.2011,11,11.68,11.68,11.68,11.68,12.52,-0.73,-0.50,0.02,0.02,2.10,23,23,23,23,328,23,51,79,79,292
5026343,E,3,27030106,8/12/09,0,50,54,13,3,9,1,11,173,3,2009,8/12/09,Q3.2009,48 23.36,-124 42.66,48.23360,-124.42660,WA,2.2009,11,11.78,11.78,11.78,11.78,12.00,-0.59,-0.39,0.10,0.19,0.94,26,26,26,26,347,26,54,87,95,261
5064009,E,3,22140011,10/6/12,50,49,62,12,2,7,2,12,173,2,2012,10/6/12,Q4.2012,48 27.49,-123 02.28,48.27490,-123.02280,WA,2.2012,2,12.47,12.69,12.69,12.69,12.69,0.80,0.80,0.80,0.80,0.80,28,50,50,50,50,28,28,28,28,28
50066,N,3,12090601,5/29/06,0,0,47,10,0,7,2,8,173,2,2006,5/29/06,Q2.2006,48 57.10,-125 11.50,48.57100,-125.11500,BC,1.2006,2,11.57,11.57,11.57,11.57,15.95,0.34,0.34,0.62,2.28,2.96,13,13,13,13,298,14,14,87,132,298
5096699,E,3,11490704,4/12/15,0,50,60,15,3,9,2,7,173,0,2015,4/12/15,Q2.2015,50 51.31,-127 39.13,50.51310,-127.39130,BC,1.2015,0,9.66,9.66,9.66,11.46,13.21,1.87,2.13,2.13,2.21,2.21,13,13,13,172,243,13,58,58,155,155
49842,N,3,13650101,7/2/06,68,54,23,10,2,9,3,12,173,3,2006,7/2/06,Q3.2006,49 22.20,-123 17.60,49.22200,-123.17600,BC,2.2006,11,18.15,18.15,18.15,18.15,19.60,2.70,2.70,2.70,2.70,3.10,0,0,0,0,321,0,0,0,0,321
5067331,N,3,13220005,1/20/13,0,45,39,14,4,5,2,2,173,2,2013,1/20/13,Q1.2013,49 28.699,-124 43.713,49.28699,-124.43713,BC,1.2013,2,7.76,8.71,10.37,20.10,20.18,0.30,0.59,0.59,3.94,4.38,29,47,80,155,192,29,47,47,155,192
5039689,N,3,11400201,10/6/10,0,52,65,14,3,7,3,2,173,2,2010,10/6/10,Q4.2010,50 43.367,-127 27.550,50.43367,-127.27550,BC,2.201,2,10.46,11.52,11.72,11.72,11.72,-0.23,-0.23,-0.17,0.60,0.80,16,58,60,60,60,2,2,89,121,224
5119469,E,3,26130004,11/11/16,0,53,68,11,3,9,3,9,173,1,2016,11/11/16,Q4.2016,47 35.28,-122 22.65,47.35280,-122.22650,WA,2.2016,1,12.82,14.15,15.84,15.89,15.89,1.91,1.91,2.87,3.01,3.83,28,58,87,114,114,4,4,76,114,203
5012722,E,3,23200001,1/21/08,0,46,39,12,2,11,3,2,173,2,2008,1/21/08,Q1.2008,47 44.15,-122 51.21,47.44150,-122.51210,WA,1.2008,2,8.17,9.43,11.69,15.24,15.24,-0.03,0.28,0.91,2.29,2.29,29,58,89,176,176,2,47,89,176,176
5032470,E,3,22210204,2/23/10,47,46,39,22,2,10,2,12,173,0,2010,2/23/10,Q1.2010,48 25.500,-122 40.497,48.25500,-122.40497,WA,1.201,0,8.05,8.05,8.85,13.91,13.91,0.76,0.76,0.76,2.02,2.02,7,7,89,163,163,7,7,7,163,163
56685,E,3,41140412,5/5/06,0,0,45,9,2,9,2,2,173,2,2006,5/5/06,Q2.2006,36 33.57,-121 56.80,36.33570,-121.56800,CA,1.2006,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5089123,N,3,13230007,9/15/14,63,52,64,14,3,6,2,11,173,0,2014,9/15/14,Q3.2014,49 30.125,-124 36.855,49.30125,-124.36855,BC,2.2014,0,19.92,20.77,20.77,20.77,20.77,4.23,4.64,4.64,4.64,4.64,28,47,47,47,47,19,47,47,47,47
5131489,N,3,22140011,9/1/17,0,55,53,10,3,7,1,11,173,0,2017,9/1/17,Q3.2017,48 27.49,-123 02.28,48.27490,-123.02280,WA,2.2017,0,13.23,13.23,13.23,13.23,13.23,1.12,1.12,1.12,1.12,1.72,23,23,23,23,23,23,23,23,23,296
5050569,E,3,23200003,7/16/11,0,49,43,13,2,10,3,8,173,2,2011,7/16/11,Q3.2011,47 43.45,-122 52.50,47.43450,-122.52500,WA,2.2011,2,13.47,13.47,13.47,13.47,14.42,1.23,1.23,1.23,1.23,1.51,17,17,17,17,344,17,17,17,17,293
56537,N,3,12090601,10/4/06,0,51,40,15,4,6,2,8,173,3,2006,10/4/06,Q4.2006,48 57.10,-125 11.50,48.57100,-125.11500,BC,2.2006,11,14.99,15.05,15.05,15.05,15.05,2.23,2.27,2.27,2.27,2.28,29,31,31,31,31,29,30,30,30,260
5103624,E,3,22100002,9/21/15,54,54,60,10,2,9,2,11,173,0,2015,9/21/15,Q3.2015,48 35.773,-122 58.899,48.35773,-122.58899,WA,2.2015,0,14.60,14.97,14.97,14.97,14.97,NaN,NaN,NaN,NaN,NaN,29,52,52,52,52,29,59,89,179,359
5122969,E,3,13230010,2/20/17,0,46,47,14,3,7,3,2,173,0,2017,2/20/17,Q1.2017,49 28.965,-124 39.028,49.28965,-124.39028,BC,1.2017,0,7.75,8.16,10.03,18.05,21.29,0.92,1.05,1.47,2.39,5.21,23,52,88,177,209,23,31,88,177,209
5036222,E,3,23301006,5/23/10,0,0,57,11,3,11,2,2,173,0,2010,5/23/10,Q2.2010,47 33.86,-123 00.87,47.33860,-123.00870,WA,1.201,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,59,89,179,359,29,59,89,179,359
5109046,E,3,23304006,3/4/16,0,51,63,13,3,9,2,11,173,2,2016,3/4/16,Q1.2016,47 26.057,-123 07.184,47.26057,-123.07184,WA,1.2016,2,9.13,9.16,9.71,14.02,15.61,1.27,1.34,1.34,1.94,2.74,2,36,86,174,217,2,36,36,174,217
5062662,N,3,27020106,9/1/12,0,52,70,11,1,1,2,11,173,2,2012,9/1/12,Q3.2012,48 08.502,-123 26.111,48.08502,-123.26111,WA,2.2012,2,12.37,12.37,12.37,12.37,12.37,0.54,0.54,0.54,0.54,0.54,16,16,16,16,16,16,16,16,16,16
5058481,N,3,41140211,5/24/12,65,48,28,11,1,6,3,2,173,2,2012,5/24/12,Q2.2012,36 36.62,-121 53.52,36.36620,-121.53520,CA,1.2012,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5058649,E,3,34010107,5/27/12,49,49,61,19,2,5,3,8,173,2,2012,5/27/12,Q2.2012,42 44.284,-124 30.067,42.44284,-124.30067,OR,1.2012,2,11.56,11.56,11.56,11.56,14.01,0.80,0.80,0.80,0.80,2.34,28,28,28,28,226,28,28,28,28,226
5103753,N,3,13230001,9/25/15,75,52,35,14,2,2,2,2,173,2,2015,9/25/15,Q3.2015,49 29.736,-124 40.542,49.29736,-124.40542,BC,2.2015,2,17.59,19.94,19.94,19.94,19.94,1.93,3.80,4.43,5.23,5.23,29,56,56,56,56,29,56,87,116,116
52719,N,3,42020108,12/1/06,58,56,40,8,4,7,2,2,173,2,2006,12/1/06,Q4.2006,34 03.56,-120 19.88,34.03560,-120.19880,CA,2.2006,2,16.62,17.12,17.97,20.80,20.80,0.50,0.50,0.72,3.79,3.79,25,48,67,117,117,3,3,67,117,117
5070818,E,3,41140523,5/19/13,47,47,53,12,3,9,3,2,173,2,2013,5/19/13,Q2.2013,36 33.152,-121 56.268,36.33152,-121.56268,CA,1.2013,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5101459,E,3,28100017,7/5/15,62,59,41,15,2,7,2,2,173,0,2015,7/5/15,Q3.2015,47 35.33,-122 33.48,47.35330,-122.33480,WA,2.2015,0,15.27,15.27,15.27,15.27,16.04,2.89,2.89,2.89,2.89,2.96,3,3,3,3,333,3,3,3,3,333
5087133,E,3,23200005,7/26/14,0,54,36,10,2,5,3,11,173,2,2014,7/26/14,Q3.2014,47 45.72,-122 51.11,47.45720,-122.51110,WA,2.2014,2,15.81,15.81,15.81,15.81,15.81,3.06,3.06,3.06,3.06,3.06,12,12,12,12,12,12,12,12,12,12
5084413,N,3,23304006,6/2/14,54,52,62,14,1,5,3,11,173,3,2014,6/2/14,Q2.2014,47 26.057,-123 07.184,47.26057,-123.07184,WA,1.2014,11,12.48,12.48,12.48,12.48,15.31,1.38,1.38,1.38,1.38,2.82,9,9,9,9,302,9,9,9,9,262
5023785,N,3,27010105,5/19/09,49,45,70,9,2,7,2,2,173,2,2009,5/19/09,Q2.2009,48 06.949,-122 45.050,48.06949,-122.45050,WA,1.2009,2,10.13,10.13,10.13,10.13,14.12,0.16,0.16,0.16,0.54,2.03,2,2,2,2,253,29,29,29,165,250
5037706,E,3,27030108,8/24/10,48,45,54,10,3,7,3,2,173,3,2010,8/24/10,Q3.2010,48 23.403,-124 44.252,48.23403,-124.44252,WA,2.201,11,11.83,12.64,12.64,12.64,12.64,-0.59,0.43,1.04,1.04,1.28,18,46,46,46,46,18,46,78,78,188
5087592,E,3,27030106,8/8/14,46,0,53,11,2,5,2,8,173,2,2014,8/8/14,Q3.2014,48 23.36,-124 42.66,48.23360,-124.42660,WA,2.2014,2,12.38,12.60,12.89,12.89,12.94,-0.04,0.46,2.42,2.42,2.42,2,31,86,86,337,2,38,86,86,86
5074748,E,3,12091009,8/10/13,56,47,52,8,2,10,3,12,173,3,2013,8/10/13,Q3.2013,48 58.445,-125 01.880,48.58445,-125.01880,BC,2.2013,11,15.31,15.31,15.31,15.31,15.31,2.40,2.40,2.40,2.40,2.40,24,24,24,24,24,24,24,24,24,24
5098114,E,3,42070201,5/25/15,61,54,40,11,2,9,2,1,173,0,2015,5/25/15,Q2.2015,32 41.588,-117 16.196,32.41588,-117.16196,CA,1.2015,0,18.60,18.92,18.92,18.92,23.82,1.84,3.27,3.27,3.27,3.41,22,58,58,58,258,22,58,58,58,258
5024362,E,3,41140612,5/26/09,0,50,68,13,3,7,3,1,173,2,2009,5/26/09,Q2.2009,36 31.35,-121 56.36,36.31350,-121.56360,CA,1.2009,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5124213,E,3,42030222,4/2/17,57,57,43,15,2,9,3,1,173,0,2017,4/2/17,Q2.2017,33 27.48,-118 30.62,33.27480,-118.30620,CA,1.2017,0,16.34,16.34,16.34,20.62,23.81,0.91,0.91,0.91,1.89,3.94,3,3,3,176,246,3,3,3,138,246
5052818,E,3,13470002,11/12/11,47,47,48,13,2,9,2,12,173,3,2011,11/12/11,Q4.2011,48 27.34,-123 15.98,48.27340,-123.15980,BC,2.2011,11,10.21,12.51,13.62,13.62,13.62,0.27,0.89,1.55,1.55,1.55,29,59,78,78,78,20,59,78,78,78
54334,E,3,22100013,2/26/07,0,42,60,10,1,5,3,2,173,3,2007,2/26/07,Q1.2007,48 35.61,-123 02.14,48.35610,-123.02140,WA,1.2007,11,7.74,8.04,8.72,12.76,12.76,0.40,0.44,0.44,0.91,0.91,8,53,89,176,176,8,48,48,176,176
5093993,E,3,28210003,12/27/14,0,49,41,16,2,7,3,12,173,2,2014,12/27/14,Q4.2014,47 14.34,-122 37.94,47.14340,-122.37940,WA,2.2014,2,10.34,12.60,14.14,16.03,16.03,1.10,2.11,2.52,2.93,2.93,28,51,81,143,143,5,51,81,143,143
5032412,E,3,22100011,2/28/10,0,46,50,10,3,9,2,2,173,2,2010,2/28/10,Q1.2010,48 35.468,-122 55.720,48.35468,-122.55720,WA,1.201,2,8.02,8.02,8.70,13.73,13.73,NaN,NaN,NaN,NaN,NaN,12,12,89,168,168,29,59,89,179,359
66243,E,3,12060401,10/3/07,0,49,50,15,3,12,2,12,173,2,2007,10/3/07,Q4.2007,49 51.552,-126 40.427,49.51552,-126.40427,BC,2.2007,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5116974,E,3,29010001,8/24/16,45,45,55,12,2,11,3,2,173,0,2016,8/24/16,Q3.2016,48 21.88,-124 43.62,48.21880,-124.43620,WA,2.2016,0,13.17,13.17,13.17,13.17,13.17,0.74,0.74,1.11,2.21,2.39,11,11,11,11,11,4,4,81,171,290
66937,N,3,22140001,9/19/07,50,0,40,13,3,8,2,2,173,1,2007,9/19/07,Q3.2007,48 28.87,-123 05.62,48.28870,-123.05620,WA,2.2007,1,12.61,13.60,13.67,13.67,13.67,0.62,1.60,1.68,1.68,1.68,29,59,60,60,60,5,59,60,60,60
5093400,E,3,13460001,1/12/15,0,46,39,18,3,11,3,2,173,1,2015,1/12/15,Q1.2015,48 35.90,-123 28.78,48.35900,-123.28780,BC,1.2015,1,9.05,9.85,11.36,13.97,13.97,NaN,NaN,NaN,NaN,NaN,28,59,71,159,159,29,59,89,179,359
5082062,E,3,28210002,3/8/14,0,45,74,12,3,7,3,2,173,0,2014,3/8/14,Q1.2014,47 14.61,-122 36.09,47.14610,-122.36090,WA,1.2014,0,8.78,8.78,8.78,15.17,15.61,1.03,1.03,1.03,2.51,2.69,3,3,3,176,227,3,3,3,176,186
5099829,E,3,26140004,6/29/15,0,52,48,16,2,8,2,9,173,1,2015,6/29/15,Q2.2015,47 27.13,-122 22.78,47.27130,-122.22780,WA,1.2015,1,15.04,15.04,15.04,15.04,16.03,2.82,2.82,2.82,2.82,2.94,2,2,2,2,327,2,2,2,2,327
5058733,E,3,23200003,5/28/12,0,51,40,13,2,7,3,8,173,2,2012,5/28/12,Q2.2012,47 43.45,-122 52.50,47.43450,-122.52500,WA,1.2012,2,11.47,11.47,11.47,11.47,14.71,0.95,0.95,0.95,0.95,1.79,1,1,1,1,276,20,20,20,20,276
